Linux 3.13.0-55-generic (hp13-HP-EliteDesk-800-G1-SFF) 	25/06/15 	_x86_64_	(8 CPU)

13:31:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
13:55:13        all     87,11      0,00     10,64      0,00      0,00      2,25
13:55:14        all     83,85      0,00     12,39      0,00      0,00      3,75
13:55:15        all     80,85      0,00     14,39      0,00      0,00      4,76
13:55:16        all     81,82      0,00     13,45      0,12      0,00      4,61
13:55:17        all     78,97      0,00     14,27      0,00      0,00      6,76
13:55:18        all     81,10      0,00     14,14      0,00      0,00      4,76
13:55:19        all     85,32      0,00      7,78      0,00      0,00      6,90
13:55:20        all     89,72      0,00      6,77      0,00      0,00      3,51
13:55:21        all     84,41      0,00     12,09      0,00      0,00      3,49
13:55:22        all     83,27      0,00     14,23      0,12      0,00      2,37
13:55:23        all     81,85      0,00     12,77      0,00      0,00      5,38
13:55:24        all     83,35      0,00     14,27      0,00      0,00      2,38
13:55:25        all     84,00      0,00     13,88      0,00      0,00      2,12
13:55:26        all     83,46      0,00     12,44      0,00      0,00      4,10
13:55:27        all     92,12      0,00      4,38      0,00      0,00      3,50
13:55:28        all     84,98      0,00      9,89      0,00      0,00      5,13
13:55:29        all     82,94      0,00     14,55      0,00      0,00      2,51
13:55:30        all     83,10      0,00     12,52      0,00      0,00      4,38
13:55:31        all     78,60      0,00     14,14      0,00      0,00      7,26
13:55:32        all     81,88      0,00     14,50      0,00      0,00      3,62
13:55:33        all     84,36      0,00     12,27      0,00      0,00      3,38
13:55:34        all     85,79      0,00      9,48      0,00      0,00      4,74
13:55:35        all     93,23      0,00      4,89      0,00      0,00      1,88
13:55:36        all     81,75      0,00     14,12      0,00      0,00      4,12
13:55:37        all     83,42      0,00     12,72      0,00      0,00      3,87
13:55:38        all     81,81      0,00     13,68      0,00      0,00      4,52
13:55:39        all     81,92      0,00     13,72      0,00      0,00      4,36
13:55:40        all     83,65      0,00     12,48      0,00      0,00      3,87
13:55:41        all     82,62      0,00     13,63      0,00      0,00      3,75
13:55:42        all     95,01      0,00      2,37      0,00      0,00      2,62
13:55:43        all     83,50      0,00     13,38      0,00      0,00      3,12
13:55:44        all     82,12      0,00     13,38      0,00      0,00      4,50
13:55:45        all     81,56      0,00     13,05      0,00      0,00      5,40
13:55:46        all     81,25      0,00     14,62      0,00      0,00      4,12
13:55:47        all     82,02      0,00     12,73      0,00      0,00      5,24
13:55:48        all     81,66      0,00     13,94      0,00      0,00      4,40
13:55:49        all     87,62      0,00     10,75      0,00      0,00      1,62
13:55:50        all     94,01      0,00      3,37      0,00      0,00      2,62
13:55:51        all     76,24      0,00     13,81      0,00      0,00      9,95
13:55:52        all     82,50      0,00     13,25      0,00      0,00      4,25
13:55:53        all     81,85      0,00     14,39      0,00      0,00      3,75
13:55:54        all     83,19      0,00     12,45      0,12      0,00      4,23
13:55:55        all     83,19      0,00     13,80      0,00      0,00      3,01
13:55:56        all     82,88      0,00     12,50      0,00      0,00      4,62
13:55:57        all     93,27      0,00      4,61      0,00      0,00      2,12
13:55:58        all     85,32      0,00     12,30      0,00      0,00      2,38
13:55:59        all     82,43      0,00     12,42      0,00      0,00      5,14
13:56:00        all     82,57      0,00     14,32      0,00      0,00      3,11
13:56:01        all     81,85      0,00     12,27      0,00      0,00      5,88
13:56:02        all     82,00      0,00     14,12      0,00      0,00      3,88
13:56:03        all     85,12      0,00     12,50      0,00      0,00      2,38
13:56:04        all     83,79      0,00     10,68      0,00      0,00      5,53
13:56:05        all     93,52      0,00      4,36      0,00      0,00      2,12
13:56:06        all     81,75      0,00     12,62      0,00      0,00      5,62
13:56:07        all     77,26      0,00     14,20      0,25      0,00      8,29
13:56:08        all     84,46      0,00     12,78      0,00      0,00      2,76
13:56:09        all     84,09      0,00     14,16      0,00      0,00      1,75
13:56:10        all     82,16      0,00     12,94      0,00      0,00      4,90
13:56:11        all     82,23      0,00     13,02      0,00      0,00      4,76
13:56:12        all     93,99      0,00      3,25      0,00      0,00      2,75
13:56:13        all     85,50      0,00     12,25      0,00      0,00      2,25
13:56:14        all     81,38      0,00     14,37      0,12      0,00      4,12
13:56:15        all     81,33      0,00     12,03      0,00      0,00      6,64
13:56:16        all     81,50      0,00     14,37      0,00      0,00      4,12
13:56:17        all     84,62      0,00     13,25      0,00      0,00      2,12
13:56:18        all     82,75      0,00     13,00      0,00      0,00      4,25
13:56:19        all     85,54      0,00     10,97      0,25      0,00      3,24
13:56:20        all     91,56      0,00      3,40      0,00      0,00      5,04
13:56:21        all     81,62      0,00     14,00      0,00      0,00      4,38
13:56:22        all     81,83      0,00     12,28      0,00      0,00      5,89
13:56:23        all     80,35      0,00     14,77      0,00      0,00      4,88
13:56:24        all     83,10      0,00     13,64      0,00      0,00      3,25
13:56:25        all     82,98      0,00     13,02      0,00      0,00      4,01
13:56:26        all     83,11      0,00     13,54      0,00      0,00      3,35
13:56:27        all     91,46      0,00      5,65      0,00      0,00      2,89
13:56:28        all     88,22      0,00      8,52      0,00      0,00      3,26
13:56:29        all     81,58      0,00     12,28      0,00      0,00      6,14
13:56:30        all     81,35      0,00     14,02      0,00      0,00      4,63
13:56:31        all     80,08      0,00     14,29      0,00      0,00      5,64
13:56:32        all     85,21      0,00     12,41      0,00      0,00      2,38
13:56:33        all     83,00      0,00     13,63      0,00      0,00      3,38
13:56:34        all     84,59      0,00     11,65      0,00      0,00      3,76
13:56:35        all     95,38      0,00      3,00      0,00      0,00      1,62
13:56:36        all     83,46      0,00     12,66      0,00      0,00      3,88
13:56:37        all     79,22      0,00     13,77      0,13      0,00      6,88
13:56:38        all     81,10      0,00     14,14      0,00      0,00      4,76
13:56:39        all     83,98      0,00     12,39      0,00      0,00      3,63
13:56:40        all     81,85      0,00     13,77      0,00      0,00      4,38
13:56:41        all     85,12      0,00     12,25      0,00      0,00      2,62
13:56:42        all     91,35      0,00      5,64      0,00      0,00      3,01
13:56:43        all     87,39      0,00      9,61      0,00      0,00      3,00
13:56:44        all     83,44      0,00     12,80      0,00      0,00      3,76
13:56:45        all     78,62      0,00     14,37      0,00      0,00      7,00
13:56:46        all     83,00      0,00     12,75      0,00      0,00      4,25
13:56:47        all     81,43      0,00     14,81      0,00      0,00      3,76
13:56:48        all     82,08      0,00     12,66      0,00      0,00      5,26
13:56:49        all     88,25      0,00      9,00      0,00      0,00      2,75
13:56:50        all     90,60      0,00      7,64      0,00      0,00      1,75
13:56:51        all     83,27      0,00     12,61      0,00      0,00      4,12
13:56:52        all     82,31      0,00     14,30      0,00      0,00      3,39
13:56:53        all     82,54      0,00     12,59      0,00      0,00      4,86
13:56:54        all     84,88      0,00     13,75      0,00      0,00      1,38
13:56:55        all     80,00      0,00     12,25      0,00      0,00      7,75
13:56:56        all     80,73      0,00     13,27      0,00      0,00      6,01
13:56:57        all     95,64      0,00      2,62      0,00      0,00      1,74
13:56:58        all     84,73      0,00     13,14      0,00      0,00      2,13
13:56:59        all     79,38      0,00     13,25      0,00      0,00      7,38
13:57:00        all     86,12      0,00     12,25      0,00      0,00      1,62
13:57:01        all     83,23      0,00     14,02      0,00      0,00      2,75
13:57:02        all     81,80      0,00     12,34      0,00      0,00      5,86
13:57:03        all     82,67      0,00     14,21      0,00      0,00      3,12
13:57:04        all     90,89      0,00      6,87      0,00      0,00      2,25
13:57:05        all     86,92      0,00      7,72      0,00      0,00      5,35
13:57:06        all     80,00      0,00     14,12      0,00      0,00      5,88
13:57:07        all     82,77      0,00     12,48      0,00      0,00      4,74
13:57:08        all     82,52      0,00     13,71      0,00      0,00      3,77
13:57:09        all     80,83      0,00     12,78      0,25      0,00      6,14
13:57:10        all     81,65      0,00     14,36      0,00      0,00      4,00
13:57:11        all     87,75      0,00      9,50      0,00      0,00      2,75
13:57:12        all     93,09      0,00      4,77      0,00      0,00      2,14
13:57:13        all     80,95      0,00     14,32      0,00      0,00      4,73
13:57:14        all     83,96      0,00     12,03      0,00      0,00      4,01
13:57:15        all     83,62      0,00     14,12      0,00      0,00      2,25
13:57:16        all     84,02      0,00     13,11      0,00      0,00      2,87
13:57:17        all     83,60      0,00     13,52      0,13      0,00      2,75
13:57:18        all     81,73      0,00     14,02      0,00      0,00      4,26
13:57:19        all     95,62      0,00      1,00      0,00      0,00      3,38
13:57:20        all     82,46      0,00     12,66      0,00      0,00      4,89
13:57:21        all     83,23      0,00     12,64      0,00      0,00      4,13
13:57:22        all     81,65      0,00     14,98      0,00      0,00      3,37
13:57:23        all     81,62      0,00     13,12      0,00      0,00      5,25
13:57:24        all     81,95      0,00     13,78      0,00      0,00      4,26
13:57:25        all     81,30      0,00     14,21      0,00      0,00      4,49
13:57:26        all     93,38      0,00      4,75      0,00      0,00      1,88
13:57:27        all     86,98      0,00      9,01      0,00      0,00      4,01
13:57:28        all     83,73      0,00     12,27      0,00      0,00      4,01
13:57:29        all     82,21      0,00     14,16      0,00      0,00      3,63
13:57:30        all     80,40      0,00     12,98      0,00      0,00      6,62
13:57:31        all     82,69      0,00     13,05      0,00      0,00      4,27
13:57:32        all     81,20      0,00     14,16      0,63      0,00      4,01
13:57:33        all     85,96      0,00     10,15      0,00      0,00      3,88
13:57:34        all     94,51      0,00      3,99      0,00      0,00      1,50
13:57:35        all     84,34      0,00     12,28      0,00      0,00      3,38
13:57:36        all     81,52      0,00     14,36      0,00      0,00      4,12
13:57:37        all     82,77      0,00     13,61      0,00      0,00      3,62
13:57:38        all     81,08      0,00     12,91      0,00      0,00      6,02
13:57:39        all     82,73      0,00     14,52      0,38      0,00      2,38
13:57:40        all     81,42      0,00     12,47      0,12      0,00      5,99
13:57:41        all     92,84      0,00      3,89      0,00      0,00      3,27
13:57:42        all     86,06      0,00     10,80      0,00      0,00      3,14
13:57:43        all     83,12      0,00     13,88      0,00      0,00      3,00
13:57:44        all     83,65      0,00     13,84      0,00      0,00      2,52
13:57:45        all     84,52      0,00     12,36      0,00      0,00      3,12
13:57:46        all     81,45      0,00     14,29      0,00      0,00      4,26
13:57:47        all     82,08      0,00     12,41      0,00      0,00      5,51
13:57:48        all     91,84      0,00      5,40      0,00      0,00      2,76
13:57:49        all     89,10      0,00      8,77      0,13      0,00      2,01
13:57:50        all     82,75      0,00     14,12      0,00      0,00      3,12
13:57:51        all     81,85      0,00     14,39      0,00      0,00      3,75
13:57:52        all     84,52      0,00     12,48      0,00      0,00      3,00
13:57:53        all     83,81      0,00     14,43      0,00      0,00      1,76
13:57:54        all     84,25      0,00     12,25      0,00      0,00      3,50
13:57:55        all     84,46      0,00      9,90      0,00      0,00      5,64
13:57:56        all     90,40      0,00      6,11      0,00      0,00      3,49
13:57:57        all     81,90      0,00     13,36      0,00      0,00      4,74
13:57:58        all     80,30      0,00     14,30      0,00      0,00      5,40
13:57:59        all     83,25      0,00     12,25      0,38      0,00      4,12
13:58:00        all     83,73      0,00     14,02      0,00      0,00      2,25
13:58:01        all     79,57      0,00     12,53      0,00      0,00      7,89
13:58:02        all     79,30      0,00     14,43      0,00      0,00      6,27
13:58:03        all     95,14      0,00      3,12      0,00      0,00      1,75
13:58:04        all     84,44      0,00     11,42      0,00      0,00      4,14
13:58:05        all     81,44      0,00     14,20      0,00      0,00      4,36
13:58:06        all     82,08      0,00     12,53      0,00      0,00      5,39
13:58:07        all     81,36      0,00     14,23      0,00      0,00      4,41
13:58:08        all     82,85      0,00     12,14      0,00      0,00      5,01
13:58:09        all     82,77      0,00     13,98      0,00      0,00      3,25
13:58:10        all     91,11      0,00      5,38      0,00      0,00      3,50
13:58:11        all     88,00      0,00      9,38      0,00      0,00      2,62
13:58:12        all     82,04      0,00     14,57      0,00      0,00      3,39
13:58:13        all     84,77      0,00     12,48      0,00      0,00      2,75
13:58:14        all     82,02      0,00     14,23      0,00      0,00      3,75
13:58:15        all     84,11      0,00     11,89      0,00      0,00      4,01
13:58:16        all     78,67      0,00     14,18      0,00      0,00      7,15
13:58:17        all     84,62      0,00     11,50      0,00      0,00      3,88
13:58:18        all     94,11      0,00      3,26      0,00      0,00      2,63
13:58:19        all     84,84      0,00     14,29      0,00      0,00      0,87
13:58:20        all     79,57      0,00     12,66      0,00      0,00      7,77
13:58:21        all     76,60      0,00     14,59      0,00      0,00      8,81
13:58:22        all     81,60      0,00     13,52      0,00      0,00      4,88
13:58:23        all     83,21      0,00     13,03      0,00      0,00      3,76
13:58:24        all     84,62      0,00     14,00      0,00      0,00      1,38
13:58:25        all     97,10      0,00      0,63      0,00      0,00      2,27
13:58:26        all     81,33      0,00     13,16      0,00      0,00      5,51
13:58:27        all     83,40      0,00     12,20      0,00      0,00      4,40
13:58:28        all     81,90      0,00     14,11      0,12      0,00      3,87
13:58:29        all     82,77      0,00     13,73      0,00      0,00      3,50
13:58:30        all     81,59      0,00     13,06      0,00      0,00      5,35
13:58:31        all     83,23      0,00     15,39      0,00      0,00      1,38
13:58:32        all     92,75      0,00      3,25      0,00      0,00      4,00
13:58:33        all     84,09      0,00     11,53      0,00      0,00      4,39
13:58:34        all     81,18      0,00     12,42      0,00      0,00      6,40
13:58:35        all     78,78      0,00     14,61      0,00      0,00      6,62
13:58:36        all     82,08      0,00     12,53      0,00      0,00      5,39
13:58:37        all     84,48      0,00     14,14      0,00      0,00      1,38
13:58:38        all     83,50      0,00     13,25      0,00      0,00      3,25
13:58:39        all     92,64      0,00      4,99      0,00      0,00      2,37
13:58:40        all     88,46      0,00      8,78      0,00      0,00      2,76
13:58:41        all     76,16      0,00     13,30      0,00      0,00     10,54
13:58:42        all     80,27      0,00     14,86      0,00      0,00      4,87
13:58:43        all     83,29      0,00     12,09      0,00      0,00      4,61
13:58:44        all     82,88      0,00     14,37      0,00      0,00      2,75
13:58:45        all     83,27      0,00     13,98      0,00      0,00      2,75
13:58:46        all     89,76      0,00      6,12      0,00      0,00      4,12
13:58:47        all     90,14      0,00      7,12      0,00      0,00      2,75
13:58:48        all     83,50      0,00     12,50      0,00      0,00      4,00
13:58:49        all     80,50      0,00     13,88      0,12      0,00      5,50
13:58:50        all     84,29      0,00     12,84      0,00      0,00      2,87
13:58:51        all     80,90      0,00     13,48      0,00      0,00      5,62
13:58:52        all     78,57      0,00     13,91      0,00      0,00      7,52
13:58:53        all     83,98      0,00      9,76      0,00      0,00      6,26
13:58:54        all     92,26      0,00      3,62      0,00      0,00      4,12
13:58:55        all     80,00      0,00     12,00      0,00      0,00      8,00
13:58:56        all     81,08      0,00     14,16      0,00      0,00      4,76
13:58:57        all     82,88      0,00     12,50      0,00      0,00      4,62
13:58:58        all     81,91      0,00     13,19      0,00      0,00      4,90
13:58:59        all     80,77      0,00     14,36      0,00      0,00      4,87
13:59:00        all     84,94      0,00     12,30      0,00      0,00      2,76
13:59:01        all     91,65      0,00      4,36      0,00      0,00      3,99
13:59:02        all     85,98      0,00      9,01      0,00      0,00      5,01
13:59:03        all     82,35      0,00     14,77      0,00      0,00      2,88
13:59:04        all     79,25      0,00     13,00      0,00      0,00      7,75
13:59:05        all     82,38      0,00     13,38      0,00      0,00      4,25
13:59:06        all     77,57      0,00     13,91      0,00      0,00      8,52
13:59:07        all     84,50      0,00     12,25      0,00      0,00      3,25
13:59:08        all     86,45      0,00      8,16      0,00      0,00      5,40
13:59:09        all     91,54      0,00      5,97      0,00      0,00      2,49
13:59:10        all     83,88      0,00     14,12      0,00      0,00      2,00
13:59:11        all     81,83      0,00     13,78      0,00      0,00      4,39
13:59:12        all     82,15      0,00     12,98      0,00      0,00      4,87
13:59:13        all     82,92      0,00     14,59      0,00      0,00      2,49
13:59:14        all     81,97      0,00     12,06      0,12      0,00      5,85
13:59:15        all     83,00      0,00     13,38      0,00      0,00      3,62
13:59:16        all     96,12      0,00      1,25      0,00      0,00      2,63
13:59:17        all     83,25      0,00     14,12      0,00      0,00      2,62
13:59:18        all     80,75      0,00     13,75      0,00      0,00      5,50
13:59:19        all     80,80      0,00     12,92      0,00      0,00      6,27
13:59:20        all     82,50      0,00     14,62      0,00      0,00      2,88
13:59:21        all     81,08      0,00     13,16      0,00      0,00      5,76
13:59:22        all     78,97      0,00     15,27      0,00      0,00      5,76
13:59:23        all     95,36      0,00      3,26      0,00      0,00      1,38
13:59:24        all     86,56      0,00     11,43      0,00      0,00      2,01
13:59:25        all     81,35      0,00     13,27      0,00      0,00      5,38
13:59:26        all     82,69      0,00     12,55      0,00      0,00      4,77
13:59:27        all     83,60      0,00     14,27      0,00      0,00      2,13
13:59:28        all     79,42      0,00     12,17      0,00      0,00      8,41
13:59:29        all     82,88      0,00     14,62      0,00      0,00      2,50
13:59:30        all     89,07      0,00      7,04      0,00      0,00      3,89
13:59:31        all     89,89      0,00      7,24      0,00      0,00      2,87
13:59:32        all     80,50      0,00     14,00      0,00      0,00      5,50
13:59:33        all     81,85      0,00     12,27      0,00      0,00      5,88
13:59:34        all     83,08      0,00     14,04      0,00      0,00      2,88
13:59:35        all     84,09      0,00     12,03      0,00      0,00      3,88
13:59:36        all     81,02      0,00     13,98      0,00      0,00      4,99
13:59:37        all     85,66      0,00     10,57      0,00      0,00      3,77
13:59:38        all     94,40      0,00      3,23      0,00      0,00      2,36
13:59:39        all     81,41      0,00     14,70      0,25      0,00      3,64
13:59:40        all     84,77      0,00     12,23      0,00      0,00      3,00
13:59:41        all     80,00      0,00     13,75      0,00      0,00      6,25
13:59:42        all     82,98      0,00     12,39      0,00      0,00      4,63
13:59:43        all     83,21      0,00     14,16      0,00      0,00      2,63
13:59:44        all     83,83      0,00     13,28      0,00      0,00      2,88
13:59:45        all     93,61      0,00      4,14      0,00      0,00      2,26
13:59:46        all     80,55      0,00     11,04      0,00      0,00      8,41
13:59:47        all     83,25      0,00     12,12      0,12      0,00      4,50
13:59:48        all     82,83      0,00     14,41      0,00      0,00      2,76
13:59:49        all     85,48      0,00     12,14      0,00      0,00      2,38
13:59:50        all     78,62      0,00     14,88      0,00      0,00      6,50
13:59:51        all     81,68      0,00     13,55      0,00      0,00      4,77
13:59:52        all     90,16      0,00      6,48      0,00      0,00      3,36
13:59:53        all     90,98      0,00      7,77      0,00      0,00      1,25
13:59:54        all     80,40      0,00     12,48      0,00      0,00      7,12
13:59:55        all     82,62      0,00     13,50      0,00      0,00      3,88
13:59:56        all     82,23      0,00     12,89      0,00      0,00      4,88
13:59:57        all     79,82      0,00     14,16      0,00      0,00      6,02
13:59:58        all     82,73      0,00     12,52      0,00      0,00      4,76
13:59:59        all     85,11      0,00     10,01      0,00      0,00      4,88
14:00:00        all     92,12      0,00      5,26      0,00      0,00      2,63
14:00:01        all     80,80      0,00     12,80      0,00      0,00      6,40
14:00:02        all     82,83      0,00     14,29      0,00      0,00      2,88
14:00:03        all     81,75      0,00     12,50      0,00      0,00      5,75
14:00:04        all     82,12      0,00     13,75      0,00      0,00      4,12
14:00:05        all     81,48      0,00     14,02      0,00      0,00      4,51
14:00:06        all     82,35      0,00     12,77      0,00      0,00      4,88
14:00:07        all     95,12      0,00      2,25      0,13      0,00      2,50
14:00:08        all     81,95      0,00     12,28      0,00      0,00      5,76
14:00:09        all     82,79      0,00     13,59      0,00      0,00      3,62
14:00:10        all     84,23      0,00     12,52      0,00      0,00      3,25
14:00:11        all     82,35      0,00     14,14      0,00      0,00      3,50
14:00:12        all     83,12      0,00     14,25      0,00      0,00      2,62
14:00:13        all     81,58      0,00     12,66      0,00      0,00      5,76
14:00:14        all     91,14      0,00      5,74      0,00      0,00      3,12
14:00:15        all     86,31      0,00      8,17      0,00      0,00      5,53
14:00:16        all     80,82      0,00     13,70      0,00      0,00      5,48
14:00:17        all     83,33      0,00     12,53      0,00      0,00      4,14
14:00:18        all     81,91      0,00     14,07      0,00      0,00      4,02
14:00:19        all     79,60      0,00     14,18      0,00      0,00      6,22
14:00:20        all     79,65      0,00     12,36      0,37      0,00      7,62
14:00:21        all     93,25      0,00      5,12      0,00      0,00      1,62
14:00:22        all     89,35      0,00      9,40      0,00      0,00      1,25
14:00:23        all     81,65      0,00     14,48      0,00      0,00      3,87
14:00:24        all     82,21      0,00     13,53      0,00      0,00      4,26
14:00:25        all     79,47      0,00     13,14      0,13      0,00      7,26
14:00:26        all     80,65      0,00     14,07      0,00      0,00      5,28
14:00:27        all     84,98      0,00     12,27      0,00      0,00      2,75
14:00:28        all     92,24      0,00      5,38      0,00      0,00      2,38
14:00:29        all     88,78      0,00      7,73      0,00      0,00      3,49
14:00:30        all     81,30      0,00     13,93      0,00      0,00      4,77
14:00:31        all     81,03      0,00     13,32      0,00      0,00      5,65
14:00:32        all     83,10      0,00     13,02      0,00      0,00      3,88
14:00:33        all     78,12      0,00     14,62      0,00      0,00      7,25
14:00:34        all     85,19      0,00     12,30      0,00      0,00      2,51
14:00:35        all     88,51      0,00      7,49      0,00      0,00      4,00
14:00:36        all     89,89      0,00      6,74      0,00      0,00      3,37
14:00:37        all     82,98      0,00     13,77      0,00      0,00      3,25
14:00:38        all     80,25      0,00     14,25      0,00      0,00      5,50
14:00:39        all     80,90      0,00     12,36      0,12      0,00      6,62
14:00:40        all     82,50      0,00     14,62      0,00      0,00      2,88
14:00:41        all     81,05      0,00     12,92      0,00      0,00      6,02
14:00:42        all     87,50      0,00      9,62      0,00      0,00      2,88
14:00:43        all     91,48      0,00      6,02      0,00      0,00      2,51
14:00:44        all     80,58      0,00     14,04      0,00      0,00      5,39
14:00:45        all     83,25      0,00     14,25      0,00      0,00      2,50
14:00:46        all     83,25      0,00     12,47      0,00      0,00      4,28
14:00:47        all     78,92      0,00     13,80      0,00      0,00      7,28
14:00:48        all     82,25      0,00     12,38      0,00      0,00      5,38
14:00:49        all     87,08      0,00     11,17      0,13      0,00      1,63
14:00:50        all     94,63      0,00      3,87      0,00      0,00      1,50
14:00:51        all     77,50      0,00     14,25      0,00      0,00      8,25
14:00:52        all     81,20      0,00     14,91      0,00      0,00      3,88
14:00:53        all     79,70      0,00     13,28      0,00      0,00      7,02
14:00:54        all     80,83      0,00     14,66      0,00      0,00      4,51
14:00:55        all     83,29      0,00     11,85      0,00      0,00      4,86
14:00:56        all     80,25      0,00     14,21      0,00      0,00      5,53
14:00:57        all     96,74      0,00      1,13      0,00      0,00      2,13
14:00:58        all     84,25      0,00     12,62      0,00      0,00      3,12
14:00:59        all     80,62      0,00     14,88      0,00      0,00      4,50
14:01:00        all     84,42      0,00     12,44      0,00      0,00      3,14
14:01:01        all     81,60      0,00     14,39      0,00      0,00      4,01
14:01:02        all     82,96      0,00     12,28      0,00      0,00      4,76
14:01:03        all     82,10      0,00     14,02      0,00      0,00      3,88
14:01:04        all     89,08      0,00      7,90      0,00      0,00      3,01
14:01:05        all     91,15      0,00      6,36      0,00      0,00      2,49
14:01:06        all     75,44      0,00     14,91      0,00      0,00      9,65
14:01:07        all     81,93      0,00     12,42      0,00      0,00      5,65
14:01:08        all     80,83      0,00     14,79      0,00      0,00      4,39
14:01:09        all     85,98      0,00     11,89      0,00      0,00      2,13
14:01:10        all     83,71      0,00     14,04      0,00      0,00      2,26
14:01:11        all     80,60      0,00     12,27      0,00      0,00      7,13
14:01:12        all     94,15      0,00      2,99      0,00      0,00      2,86
14:01:13        all     80,13      0,00     13,96      0,00      0,00      5,91
14:01:14        all     83,42      0,00     12,09      0,00      0,00      4,49
14:01:15        all     82,75      0,00     14,12      0,00      0,00      3,12
14:01:16        all     81,05      0,00     12,92      0,00      0,00      6,02
14:01:17        all     82,00      0,00     14,62      0,00      0,00      3,38
14:01:18        all     83,02      0,00     13,23      0,00      0,00      3,75
14:01:19        all     93,65      0,00      4,23      0,00      0,00      2,12
14:01:20        all     87,81      0,00      9,67      0,00      0,00      2,51
14:01:21        all     83,88      0,00     12,25      0,00      0,00      3,88
14:01:22        all     81,35      0,00     14,64      0,13      0,00      3,88
14:01:23        all     82,19      0,00     12,45      0,00      0,00      5,35
14:01:24        all     82,40      0,00     14,23      0,00      0,00      3,37
14:01:25        all     82,29      0,00     14,21      0,00      0,00      3,49
14:01:26        all     84,92      0,00      9,05      0,00      0,00      6,03
14:01:27        all     91,66      0,00      5,35      0,00      0,00      2,99
14:01:28        all     83,25      0,00     12,50      0,00      0,00      4,25
14:01:29        all     83,46      0,00     14,29      0,13      0,00      2,13
14:01:30        all     83,46      0,00     12,69      0,00      0,00      3,86
14:01:31        all     81,85      0,00     14,27      0,00      0,00      3,88
14:01:32        all     81,61      0,00     14,41      0,00      0,00      3,98
14:01:33        all     80,78      0,00     12,56      0,00      0,00      6,66
14:01:34        all     96,38      0,00      2,12      0,00      0,00      1,50
14:01:35        all     82,06      0,00     12,17      0,00      0,00      5,77
14:01:36        all     80,90      0,00     13,73      0,00      0,00      5,37
14:01:37        all     81,23      0,00     13,52      0,38      0,00      4,88
14:01:38        all     79,30      0,00     13,09      0,00      0,00      7,61
14:01:39        all     83,56      0,00     13,68      0,13      0,00      2,63
14:01:40        all     82,96      0,00     11,65      0,00      0,00      5,39
14:01:41        all     93,99      0,00      2,88      0,00      0,00      3,13
14:01:42        all     77,82      0,00     12,41      0,25      0,00      9,52
14:01:43        all     82,77      0,00     13,73      0,00      0,00      3,50
14:01:44        all     83,19      0,00     14,05      0,00      0,00      2,76
14:01:45        all     84,39      0,00     12,23      0,00      0,00      3,37
14:01:46        all     77,50      0,00     14,62      0,00      0,00      7,88
14:01:47        all     83,52      0,00     12,98      0,00      0,00      3,50
14:01:48        all     93,01      0,00      4,00      0,00      0,00      3,00
14:01:49        all     85,57      0,00     10,92      0,13      0,00      3,39
14:01:50        all     82,25      0,00     14,12      0,00      0,00      3,62
14:01:51        all     82,77      0,00     13,98      0,00      0,00      3,25
14:01:52        all     80,95      0,00     12,53      0,00      0,00      6,52
14:01:53        all     83,69      0,00     13,82      0,00      0,00      2,49
14:01:54        all     79,38      0,00     12,12      0,00      0,00      8,50
14:01:55        all     89,28      0,00      8,73      0,00      0,00      2,00
14:01:56        all     91,51      0,00      6,24      0,00      0,00      2,25
14:01:57        all     81,33      0,00     14,29      0,00      0,00      4,39
14:01:58        all     82,00      0,00     14,37      0,00      0,00      3,62
14:01:59        all     83,48      0,00     12,39      0,38      0,00      3,75
14:02:00        all     82,42      0,00     13,84      0,00      0,00      3,74
14:02:01        all     83,50      0,00     12,38      0,00      0,00      4,12
14:02:02        all     81,55      0,00     14,09      0,00      0,00      4,36
14:02:03        all     94,61      0,00      3,13      0,00      0,00      2,26
14:02:04        all     85,02      0,00     11,11      0,00      0,00      3,87
14:02:05        all     78,82      0,00     14,54      0,38      0,00      6,27
14:02:06        all     83,98      0,00     12,52      0,00      0,00      3,50
14:02:07        all     81,25      0,00     14,37      0,00      0,00      4,38
14:02:08        all     84,69      0,00     12,42      0,00      0,00      2,89
14:02:09        all     81,80      0,00     14,71      0,00      0,00      3,49
14:02:10        all     88,60      0,00      8,27      0,00      0,00      3,13
14:02:11        all     90,39      0,00      5,87      0,00      0,00      3,75
14:02:12        all     83,00      0,00     13,75      0,00      0,00      3,25
14:02:13        all     83,50      0,00     12,38      0,00      0,00      4,12
14:02:14        all     82,84      0,00     14,18      0,00      0,00      2,99
14:02:15        all     84,34      0,00     12,53      0,00      0,00      3,13
14:02:16        all     79,75      0,00     13,88      0,00      0,00      6,38
14:02:17        all     84,52      0,00     12,73      0,00      0,00      2,75
14:02:18        all     97,12      0,00      1,25      0,00      0,00      1,63
14:02:19        all     80,25      0,00     14,25      0,00      0,00      5,50
14:02:20        all     80,70      0,00     12,66      0,00      0,00      6,64
14:02:21        all     77,88      0,00     13,88      0,00      0,00      8,25
14:02:22        all     83,08      0,00     12,91      0,00      0,00      4,01
14:02:23        all     76,75      0,00     14,00      0,00      0,00      9,25
14:02:24        all     81,73      0,00     13,27      0,00      0,00      5,01
14:02:25        all     96,74      0,00      1,13      0,00      0,00      2,13
14:02:26        all     83,25      0,00     14,62      0,00      0,00      2,12
