14:43:32	CPU	%user	%nice	%system	%iowait	%steal	%idle
14:58:01	all	1,39	0,00	0,50	0,00	0,00	98,11
14:58:02	all	3,27	0,00	2,01	0,00	0,00	94,72
14:58:03	all	0,88	0,00	1,13	0,00	0,00	97,99
14:58:04	all	3,40	0,00	2,02	0,00	0,00	94,58
14:58:05	all	1,63	0,00	0,63	0,38	0,00	97,36
14:58:06	all	3,14	0,00	1,88	0,00	0,00	94,97
14:58:07	all	2,52	0,00	1,51	0,00	0,00	95,96
14:58:08	all	2,00	0,00	0,75	0,00	0,00	97,25
14:58:09	all	2,64	0,00	1,64	0,00	0,00	95,72
14:58:10	all	0,88	0,00	0,38	0,25	0,00	98,49
14:58:11	all	2,64	0,00	1,38	0,13	0,00	95,85
14:58:12	all	0,75	0,00	0,38	0,00	0,00	98,87
14:58:13	all	2,52	0,00	1,51	0,00	0,00	95,96
14:58:14	all	1,00	0,00	1,63	0,00	0,00	97,37
14:58:15	all	3,01	0,00	0,50	0,00	0,00	96,49
14:58:16	all	2,78	0,00	1,39	0,00	0,00	95,83
14:58:17	all	0,75	0,00	0,50	0,00	0,00	98,74
14:58:18	all	2,88	0,00	1,75	0,00	0,00	95,36
14:58:19	all	0,75	0,00	0,38	0,00	0,00	98,87
14:58:20	all	2,77	0,00	1,39	0,13	0,00	95,71
14:58:21	all	0,63	0,00	0,88	0,13	0,00	98,36
14:58:22	all	2,64	0,00	0,88	0,00	0,00	96,48
14:58:23	all	2,77	0,00	1,51	0,00	0,00	95,72
14:58:24	all	0,88	0,00	0,63	0,00	0,00	98,49
14:58:25	all	3,27	0,00	1,38	0,25	0,00	95,10
14:58:26	all	1,01	0,00	0,50	0,00	0,00	98,49
14:58:27	all	2,89	0,00	1,76	0,00	0,00	95,35
14:58:28	all	0,50	0,00	0,38	0,00	0,00	99,12
14:58:29	all	3,14	0,00	1,63	0,00	0,00	95,23
14:58:30	all	1,89	0,00	1,26	0,25	0,00	96,60
14:58:31	all	1,64	0,00	0,38	0,13	0,00	97,86
14:58:32	all	2,53	0,00	1,65	0,00	0,00	95,82
14:58:33	all	0,75	0,00	0,50	0,00	0,00	98,74
14:58:34	all	3,01	0,00	1,63	0,00	0,00	95,36
14:58:35	all	1,13	0,00	0,38	0,38	0,00	98,12
14:58:36	all	2,89	0,00	1,51	0,00	0,00	95,60
14:58:37	all	1,26	0,00	1,01	0,00	0,00	97,73
14:58:38	all	2,52	0,00	0,76	0,00	0,00	96,73
14:58:39	all	3,25	0,00	1,75	0,12	0,00	94,88
14:58:40	all	0,88	0,00	0,50	0,38	0,00	98,24
14:58:41	all	3,02	0,00	1,26	0,13	0,00	95,60
14:58:42	all	1,64	0,00	0,63	0,00	0,00	97,74
14:58:43	all	1,76	0,00	3,52	0,00	0,00	94,72
14:58:44	all	0,38	0,00	0,38	0,00	0,00	99,25
14:58:45	all	0,62	0,00	0,38	0,25	0,00	98,75
14:58:46	all	0,50	0,00	0,62	0,00	0,00	98,88
14:58:47	all	0,25	0,00	0,38	0,00	0,00	99,37
14:58:48	all	0,62	0,00	0,12	0,00	0,00	99,25
14:58:49	all	0,38	0,00	0,63	0,00	0,00	99,00
14:58:50	all	0,50	0,00	0,63	0,00	0,00	98,87
14:58:51	all	0,25	0,00	0,13	0,25	0,00	99,37
14:58:52	all	0,50	0,00	0,50	0,00	0,00	99,00
14:58:53	all	0,25	0,00	0,13	0,00	0,00	99,62
14:58:54	all	0,25	0,00	0,38	0,00	0,00	99,37
