18:48:38,CPU,%user,%nice,%system,%iowait,%steal,%idle,%real
19:04:03,all,0.09,0,0.13,0,0,99.78,0.22
19:04:04,all,0.09,0,0.06,0,0,99.84,0.16
19:04:05,all,0.16,0,0.09,0,0,99.75,0.25
19:04:06,all,0.09,0,0.13,0,0,99.78,0.22
19:04:07,all,0.06,0,0.19,0,0,99.75,0.25
19:04:08,all,0.03,0,0.13,0,0,99.84,0.16
19:04:09,all,0.09,0,0.06,0,0,99.84,0.16
19:04:10,all,1.1,0,0.47,0,0,98.43,1.57
19:04:11,all,0.06,0,0.06,0,0,99.87,0.13
19:04:12,all,0.06,0,0.13,0,0,99.81,0.19
19:04:13,all,0.06,0,0.09,0,0,99.84,0.16
19:04:14,all,0.16,0,0.06,0,0,99.78,0.22
19:04:15,all,0.06,0,0.09,0,0,99.84,0.16
19:04:16,all,1.13,0,0.81,0,0,98.06,1.94
19:04:17,all,0.13,0,0.03,0,0,99.84,0.16
19:04:18,all,0.09,0,0.13,0,0,99.78,0.22
19:04:19,all,0.06,0,0.19,0,0,99.75,0.25
19:04:20,all,0.13,0,0.16,0,0,99.72,0.28
19:04:21,all,0.03,0,0.13,0,0,99.84,0.16
19:04:22,all,0.03,0,0.09,0,0,99.87,0.13
19:04:23,all,0.03,0,0.09,0,0,99.87,0.13
19:04:24,all,0.03,0,0.13,0,0,99.84,0.16
19:04:25,all,0.03,0,0.03,0,0,99.94,0.06
19:04:26,all,0.09,0,0.13,0,0,99.78,0.22
19:04:27,all,0.03,0,0.13,0,0,99.84,0.16
19:04:28,all,0.03,0,0.09,0,0,99.87,0.13
