14:08:42	CPU	%user	nice	%system	%iowait	%steal	%idle
14:23:09	all	2,77	0,00	2,64	0,00	0,00	94,58
14:23:10	all	4,70	0,00	2,41	0,25	0,00	92,64
14:23:11	all	3,17	0,00	1,65	0,13	0,00	95,05
14:23:12	all	5,28	0,00	3,14	0,00	0,00	91,57
14:23:13	all	3,54	0,00	3,16	0,00	0,00	93,29
14:23:14	all	4,19	0,00	1,52	0,00	0,00	94,29
14:23:15	all	5,18	0,00	2,65	0,38	0,00	91,78
14:23:16	all	2,78	0,00	1,90	0,00	0,00	95,32
14:23:17	all	4,55	0,00	2,78	0,00	0,00	92,68
14:23:18	all	3,06	0,00	1,53	0,00	0,00	95,41
14:23:19	all	5,16	0,00	2,77	0,00	0,00	92,08
14:23:20	all	2,66	0,00	1,77	0,25	0,00	95,32
14:23:21	all	4,91	0,00	3,02	0,00	0,00	92,07
14:23:22	all	3,68	0,00	2,79	0,00	0,00	93,54
14:23:23	all	4,80	0,00	1,64	0,00	0,00	93,56
14:23:24	all	4,57	0,00	2,54	0,00	0,00	92,89
14:23:25	all	2,54	0,00	2,03	0,25	0,00	95,17
14:23:26	all	4,18	0,00	3,04	0,00	0,00	92,78
14:23:27	all	2,43	0,00	1,41	0,00	0,00	96,16
14:23:28	all	5,53	0,00	2,64	0,00	0,00	91,82
14:23:29	all	2,53	0,00	1,77	0,00	0,00	95,69
14:23:30	all	4,70	0,00	2,54	0,38	0,00	92,38
14:23:31	all	3,30	0,00	2,41	0,00	0,00	94,30
14:23:32	all	4,32	0,00	1,40	0,00	0,00	94,28
14:23:33	all	4,39	0,00	3,76	0,13	0,00	91,72
14:23:34	all	2,04	0,00	1,91	0,00	0,00	96,05
14:23:35	all	5,17	0,00	2,65	0,38	0,00	91,80
14:23:36	all	3,03	0,00	1,77	0,13	0,00	95,08
14:23:37	all	5,17	0,00	2,65	0,00	0,00	92,18
14:23:38	all	2,28	0,00	2,65	0,00	0,00	95,07
14:23:39	all	4,70	0,00	2,41	0,00	0,00	92,88
14:23:40	all	2,78	0,00	2,90	0,25	0,00	94,07
14:23:41	all	3,94	0,00	1,91	0,00	0,00	94,16
14:23:42	all	6,20	0,00	3,04	0,00	0,00	90,76
14:23:43	all	3,42	0,00	2,28	0,00	0,00	94,30
14:23:44	all	4,92	0,00	3,28	0,13	0,00	91,67
14:23:45	all	3,55	0,00	1,65	0,00	0,00	94,80
14:23:46	all	5,73	0,00	2,67	0,00	0,00	91,60
14:23:47	all	2,41	0,00	2,28	0,00	0,00	95,32
14:23:48	all	8,70	0,00	3,23	0,12	0,00	87,95
14:23:49	all	3,41	0,00	3,79	0,00	0,00	92,80
14:23:50	all	6,27	0,00	2,13	0,38	0,00	91,23
14:23:51	all	4,53	0,00	3,40	0,00	0,00	92,07
14:23:52	all	2,53	0,00	2,03	0,00	0,00	95,44
14:23:53	all	4,68	0,00	2,91	0,00	0,00	92,41
14:23:54	all	3,03	0,00	2,14	0,00	0,00	94,83
14:23:55	all	5,96	0,00	2,54	0,13	0,00	91,37
14:23:56	all	2,91	0,00	1,77	0,13	0,00	95,20
14:23:57	all	5,46	0,00	10,67	0,00	0,00	83,86
14:23:58	all	1,25	0,00	0,75	0,00	0,00	97,99
14:23:59	all	0,63	0,00	0,25	0,00	0,00	99,12
14:24:00	all	1,38	0,00	0,38	0,38	0,00	97,86
14:24:01	all	2,94	0,00	0,64	0,00	0,00	96,41
14:24:02	all	2,02	0,00	0,50	0,00	0,00	97,48
14:24:03	all	2,88	0,00	1,25	0,00	0,00	95,87
14:24:04	all	2,38	0,00	0,63	0,00	0,00	97,00
